index,Order_ID,Date,Status,Fulfilment,Sales_Channel ,ship_service_level,Style,SKU,Category,Size,ASIN,Courier_Status,Qty,currency,Amount,ship_city,ship_state,ship_postal_code,ship_country,B2B
494,171-5980259-5726757,05-25-22,Shipped,Amazon,Amazon.in,Expedited,J0118,J0118-TP-XXL,Top,XXL,B08N4QTQHW,Shipped,1,INR,487,SECUNDERABAD,TELANGANA,500011,IN,FALSE
495,405-2266530-9531500,05-24-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET291,SET291-KR-PP-XXXL,Set,3XL,B099NFZJVC,Shipped,1,INR,563,KALYAN,MAHARASHTRA,421004,IN,FALSE
496,408-3468189-1632369,05-23-22,Shipped,Amazon,Amazon.in,Expedited,JNE3704,JNE3704-KR-L,kurta,L,B099FD13MH,Shipped,1,INR,487,ARAKANDANALLUR,TAMIL NADU,605752,IN,FALSE
497,402-8199412-5613164,05-22-22,Shipped,Amazon,Amazon.in,Expedited,J0378,J0378-SKD-XXL,Set,XXL,B09QJ4HMHN,Shipped,1,INR,1099,BHOPAL,MADHYA PRADESH,462038,IN,FALSE
498,406-8049367-7383569,05-21-22,Shipped,Amazon,Amazon.in,Expedited,J0003,J0003-SET-M,Set,M,B0894XH3LN,Shipped,1,INR,654,GURGAON,HARYANA,122001,IN,FALSE
499,404-4084311-5014713,05-20-22,Shipped,Amazon,Amazon.in,Expedited,JNE3721,JNE3721-KR-XL,kurta,XL,B099FDMD6T,Shipped,1,INR,329,HYDERABAD,TELANGANA,500036,IN,FALSE
500,405-4491602-9761902,05-19-22,Cancelled,Amazon,Amazon.in,Expedited,J0308,J0308-DR-XXL,Western Dress,XXL,B099NTSTM2,Cancelled,0,,,Bhatgaon,CHHATTISGARH,497235,IN,FALSE
501,404-3973098-9107502,05-18-22,Shipped,Amazon,Amazon.in,Expedited,SET398,SET398-KR-PP-XXL,Set,XXL,B09RP8WY5J,Shipped,1,INR,1186,BHANJANAGAR,ODISHA,761126,IN,FALSE
502,404-8364446-3952321,05-17-22,Shipped,Amazon,Amazon.in,Expedited,J0157,J0157-DR-S,Western Dress,S,B0982ZDZ8K,Shipped,1,INR,588,VISAKHAPATNAM,ANDHRA PRADESH,530016,IN,FALSE
503,408-4378624-3886712,05-16-22,Cancelled,Amazon,Amazon.in,Standard,JNE3799,JNE3799-KR-S,kurta,S,B09SDZ78G7,Cancelled,0,,,GHAZIABAD,UTTAR PRADESH,201012,IN,FALSE
504,408-2058872-0942730,05-15-22,Shipped,Amazon,Amazon.in,Expedited,JNE2265,JNE2265-KR-501-S,kurta,S,B07HWXNLNB,Shipped,1,INR,329,VISAKHAPATNAM,ANDHRA PRADESH,531173,IN,FALSE
505,408-2058872-0942730,05-14-22,Shipped,Amazon,Amazon.in,Expedited,JNE3401,JNE3401-KR-M,kurta,M,B082W6ZQSV,Shipped,1,INR,259,VISAKHAPATNAM,ANDHRA PRADESH,531173,IN,FALSE
506,404-5141245-7726736,05-13-22,Shipped,Amazon,Amazon.in,Expedited,JNE3787,JNE3787-KR-XXL,kurta,XXL,B09RKBXH45,Shipped,1,INR,487,MADHURAWADA,ANDHRA PRADESH,530048,IN,FALSE
507,405-5489495-6651552,05-12-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET332,SET332-KR-PP-L,Set,L,B09NQ39KJ6,Shipped,1,INR,549,ALMORA,UTTARAKHAND,263601,IN,FALSE
508,171-6816175-3049154,05-11-2022,Shipped,Amazon,Amazon.in,Expedited,SET345,SET345-KR-NP-XL,Set,XL,B09KXWW582,Shipped,1,INR,626,PRODDATUR,ANDHRA PRADESH,516360,IN,FALSE
509,408-7342331-1733136,05-10-2022,Cancelled,Amazon,Amazon.in,Expedited,JNE1525,JNE1525-KR-UDF19-A-XL,kurta,XL,B0743FF612,Cancelled,0,,,SHRIGONDA,MAHARASHTRA,413701,IN,FALSE
510,402-1721558-6618710,05-09-2022,Cancelled,Merchant,Amazon.in,Standard,J0373,J0373-KR-M,kurta,M,B09KXR4JZB,,0,INR,570.48,WARANGAL,TELANGANA,506330,IN,FALSE
511,406-2138801-8731538,05-08-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3449,JNE3449-KR-XXXL,kurta,3XL,B08CBC2J5H,Shipped,1,INR,319,CHENNAI,TAMIL NADU,600089,IN,FALSE
512,407-1271803-1705135,05-07-2022,Shipped,Amazon,Amazon.in,Expedited,J0118,J0118-TP-XXXL,Top,3XL,B08N43MK22,Shipped,1,INR,518,FAIZABAD,UTTAR PRADESH,224001,IN,FALSE
513,408-0666162-2209142,05-06-2022,Shipped,Amazon,Amazon.in,Expedited,J0006,J0006-SET-L,Ethnic Dress,L,B0894YJNT9,Shipped,1,INR,899,BHIWADI,RAJASTHAN,301019,IN,FALSE
514,404-8344681-3468344,05-05-2022,Shipped,Amazon,Amazon.in,Expedited,J0335,J0335-DR-XL,Western Dress,XL,B09831P2JC,Shipped,1,INR,807,NOIDA,UTTAR PRADESH,201301,IN,FALSE
515,405-5365766-8023559,05-04-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0301,J0301-TP-M,Top,M,B099S9DTR2,Shipped,1,INR,463,WARANGAL,TELANGANA,506001,IN,FALSE
516,405-2729845-2846741,05-03-2022,Shipped,Amazon,Amazon.in,Expedited,SET228,SET228-KR-PP-A-XXXL,Set,3XL,B09HMVYKV8,Shipped,1,INR,653,BANGALORE,KARNATAKA,560078,IN,FALSE
517,407-7312276-7007540,05-02-2022,Shipped,Amazon,Amazon.in,Expedited,J0012,J0012-SKD-M,Set,M,B0894XYMWS,Shipped,1,INR,1140,NEW DELHI,DELHI,110085,IN,FALSE
518,407-6910434-1793162,05-01-2022,Cancelled,Amazon,Amazon.in,Expedited,MEN5023,MEN5023-KR-S,kurta,S,B08YZ1GSGW,Cancelled,0,,,SAMBALPUR,ODISHA,768004,IN,FALSE
519,407-7361111-8973957,06-29-22,Shipped,Amazon,Amazon.in,Expedited,SET388,SET388-KR-NP-S,Set,S,B09QJNMFVK,Shipped,1,INR,1260,ALLAHABAD,UTTAR PRADESH,211002,IN,FALSE
520,406-2349830-7633129,06-28-22,Shipped,Amazon,Amazon.in,Expedited,SET333,SET333-KR-DPT-XL,Set,XL,B09RKFZ1KH,Shipped,1,INR,909,WARANGAL,TELANGANA,506009,IN,FALSE
521,404-0553710-6997951,06-27-22,Cancelled,Amazon,Amazon.in,Expedited,MEN5002,MEN5002-KR-XXL,kurta,XXL,B08YZ1HZ7B,Cancelled,0,,,Vadodara,Gujarat,390011,IN,FALSE
522,404-5682813-1706729,06-26-22,Shipped,Amazon,Amazon.in,Expedited,SET172,SET172-KR-PP-B-M,Set,M,B0822V3NH7,Shipped,1,INR,968,NEW DELHI,DELHI,110030,IN,FALSE
523,171-0355946-6502712,06-25-22,Shipped,Amazon,Amazon.in,Expedited,SET268,SET268-KR-NP-XL,Set,XL,B08XQBF1G4,Shipped,1,INR,788,NASHIK,MAHARASHTRA,422101,IN,FALSE
524,405-5141255-1451535,06-24-22,Shipped,Amazon,Amazon.in,Expedited,JNE3800,JNE3800-KR-M,Western Dress,M,B09SDXQ3X9,Shipped,1,INR,771,Malda,WEST BENGAL,732103,IN,FALSE
525,402-4712282-7084353,06-23-22,Shipped,Amazon,Amazon.in,Expedited,JNE3405,JNE3405-KR-XXXL,kurta,3XL,B081WZ4T3V,Shipped,1,INR,399,KALYAN,MAHARASHTRA,421301,IN,FALSE
526,408-4929717-0247504,06-22-22,Shipped,Amazon,Amazon.in,Expedited,SET319,SET319-KR-NP-XL,Set,XL,B09KXVPJ7M,Shipped,1,INR,888,VISAKHAPATNAM,ANDHRA PRADESH,530047,IN,FALSE
527,408-4929717-0247504,06-21-22,Shipped,Amazon,Amazon.in,Expedited,SET378,SET378-KR-NP-XS,Set,XS,B09RKFQBBZ,Shipped,1,INR,1221,VISAKHAPATNAM,ANDHRA PRADESH,530047,IN,FALSE
528,407-0903946-2097158,06-20-22,Shipped,Amazon,Amazon.in,Expedited,JNE3405,JNE3405-KR-XL,kurta,XL,B081WT6GG7,Shipped,1,INR,399,KOLLAM,KERALA,690521,IN,FALSE
529,403-3362230-0094739,06-19-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3368,JNE3368-KR-XXXL,kurta,3XL,B0828PD16L,Shipped,1,INR,471,BENGALURU,KARNATAKA,560021,IN,FALSE
530,404-2227887-7441969,06-18-22,Shipped,Amazon,Amazon.in,Expedited,SET233,SET233-KR-PP-L,Set,L,B08MXF6MZF,Shipped,1,INR,545,MUMBAI,MAHARASHTRA,400042,IN,FALSE
531,407-8016372-7101131,06-17-22,Shipped,Amazon,Amazon.in,Expedited,SET344,SET344-KR-NP-S,Set,S,B09QJ4TZR6,Shipped,1,INR,968,ALLAHABAD,UTTAR PRADESH,211002,IN,FALSE
532,407-2520173-9985116,06-16-22,Shipped,Amazon,Amazon.in,Expedited,MEN5002,MEN5002-KR-M,kurta,M,B08YZ4WLT3,Shipped,1,INR,499,SURAT,Gujarat,395007,IN,FALSE
533,407-3257788-4892350,06-15-22,Shipped,Amazon,Amazon.in,Expedited,JNE3405,JNE3405-KR-L,kurta,L,B081WSCKPQ,Shipped,1,INR,399,GUNTUR,ANDHRA PRADESH,522614,IN,FALSE
534,408-7201398-0382766,06-14-22,Shipped,Amazon,Amazon.in,Expedited,JNE3405,JNE3405-KR-XL,kurta,XL,B081WT6GG7,Shipped,1,INR,399,AHMEDABAD,Gujarat,380058,IN,FALSE
535,407-1181422-6183500,06-13-22,Cancelled,Amazon,Amazon.in,Expedited,SET319,SET319-KR-NP-S,Set,S,B09KXV4TTM,Cancelled,0,,,MANGALURU,KARNATAKA,575002,IN,FALSE
536,408-6235816-9261123,06-12-2022,Cancelled,Amazon,Amazon.in,Expedited,JNE3368,JNE3368-KR-XXL,kurta,XXL,B081WSWWL7,Unshipped,1,INR,471,BENGALURU,KARNATAKA,560043,IN,FALSE
537,408-5823964-2421167,06-11-2022,Cancelled,Merchant,Amazon.in,Standard,JNE3718,JNE3718-KR-XXL,kurta,XXL,B099NMS4LL,,0,INR,386.67,BENGALURU,KARNATAKA,560043,IN,FALSE
538,408-2752424-0976355,06-10-2022,Cancelled,Merchant,Amazon.in,Standard,MEN5006,MEN5006-KR-XXL,kurta,XXL,B08YYTB4R3,,0,INR,452.38,PATNA,BIHAR,800026,IN,FALSE
539,408-1221783-1443515,06-09-2022,Shipped,Amazon,Amazon.in,Expedited,J0230,J0230-SKD-L,Set,L,B08XNDL1DL,Shipped,1,INR,1112,Pune,MAHARASHTRA,411033,IN,FALSE
540,404-3977029-4836363,06-08-2022,Cancelled,Amazon,Amazon.in,Expedited,SET233,SET233-KR-PP-L,Set,L,B08MXF6MZF,Cancelled,0,,,MUMBAI,MAHARASHTRA,400042,IN,FALSE
541,406-6993846-8855562,06-07-2022,Shipped,Amazon,Amazon.in,Expedited,SET363,SET363-KR-NP-XL,Set,XL,B09TH6N96L,Shipped,1,INR,1338,ROORKEE,UTTARAKHAND,247667,IN,FALSE
542,405-5018129-4536368,06-06-2022,Shipped,Amazon,Amazon.in,Expedited,JNE3794,JNE3794-KR-XXXL,kurta,3XL,B09HMHM56Y,Shipped,1,INR,517,MANGALURU,KARNATAKA,575006,IN,FALSE
543,406-3787864-1268330,06-05-2022,Shipped,Amazon,Amazon.in,Expedited,JNE3721,JNE3721-KR-XL,kurta,XL,B099FDMD6T,Shipped,1,INR,329,NAGPUR,MAHARASHTRA,440006,IN,FALSE
544,171-8504713-0689107,06-04-2022,Shipped,Amazon,Amazon.in,Expedited,JNE3797,JNE3797-KR-L,Western Dress,L,B09SDXFFQ1,Shipped,1,INR,725,NOIDA,UTTAR PRADESH,201301,IN,FALSE
545,402-9564773-1029157,06-03-2022,Shipped,Amazon,Amazon.in,Expedited,JNE3461,JNE3461-KR-XXL,kurta,XXL,B08B3XF5MH,Shipped,1,INR,363,JAIPUR,RAJASTHAN,303905,IN,FALSE
546,405-4930362-9342759,06-02-2022,Shipped,Amazon,Amazon.in,Expedited,SET345,SET345-KR-NP-L,Set,L,B09KXT4VG7,Shipped,1,INR,666,Golabandha,ODISHA,761002,IN,FALSE
547,402-4976284-7401969,06-01-2022,Cancelled,Amazon,Amazon.in,Expedited,SET131,SET131-KR-NP-A-XXL,Set,XXL,B07WPVB9GJ,Cancelled,0,,,ROHTAK,HARYANA,124001,IN,FALSE
548,404-7724638-9574745,04-30-22,Cancelled,Amazon,Amazon.in,Expedited,J0157,J0157-DR-S,Western Dress,S,B0982ZDZ8K,Unshipped,1,INR,588,VISAKHAPATNAM,ANDHRA PRADESH,530016,IN,FALSE
549,408-9182064-6638723,04-29-22,Shipped,Amazon,Amazon.in,Expedited,SET203,SET203-KR-DPT-S,Set,S,B08MYT94FH,Shipped,1,INR,449,CHENNAI,TAMIL NADU,600089,IN,FALSE
550,171-9163388-0505130,04-28-22,Shipped,Amazon,Amazon.in,Expedited,SET098,SET098-KR-PP-XL,Set,XL,B07X3N4X66,Shipped,1,INR,696,BHATPARA,WEST BENGAL,743127,IN,FALSE
551,171-4737030-9245958,04-27-22,Shipped,Amazon,Amazon.in,Expedited,JNE3614,JNE3614-KR-M,kurta,M,B09811QMHB,Shipped,1,INR,459,Palampur,HIMACHAL PRADESH,176092,IN,FALSE
552,402-3889665-2309117,04-26-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0201,J0201-TP-L,Top,L,B0965LLRJW,Shipped,1,INR,625,PUNE,MAHARASHTRA,411001,IN,FALSE
553,404-0489249-5004350,04-25-22,Shipped,Amazon,Amazon.in,Expedited,J0003,J0003-SET-XXXL,Set,3XL,B0894Y3VBB,Shipped,1,INR,654,KANPUR,UTTAR PRADESH,208017,IN,FALSE
554,402-5795462-7785129,04-24-22,Shipped,Amazon,Amazon.in,Expedited,JNE3405,JNE3405-KR-XL,kurta,XL,B081WT6GG7,Shipped,1,INR,399,MUMBAI,MAHARASHTRA,400074,IN,FALSE
555,402-1771710-8988341,04-23-22,Shipped,Amazon,Amazon.in,Expedited,SET201,SET201-KR-NP-A-XXL,Set,XXL,B08L93NLLX,Shipped,1,INR,595,CHENNAI,TAMIL NADU,600128,IN,FALSE
556,407-8782240-5186712,04-22-22,Shipped,Amazon,Amazon.in,Expedited,SET324,SET324-KR-NP-L,Set,L,B09NQ44RNV,Shipped,1,INR,597,NASHIK,MAHARASHTRA,422101,IN,FALSE
557,406-1146171-5116306,04-21-22,Shipped,Amazon,Amazon.in,Expedited,NW030,NW030-TP-PJ-XXL,Set,XXL,B09G2R8XLM,Shipped,1,INR,582,NEW DELHI,DELHI,110058,IN,FALSE
558,405-4454054-5598720,04-20-22,Shipped,Amazon,Amazon.in,Expedited,SET273,SET273-KR-NP-XXXL,Set,3XL,B094FR18C5,Shipped,1,INR,612,MUMBAI,MAHARASHTRA,400042,IN,FALSE
559,405-0904566-9930731,04-19-22,Shipped,Amazon,Amazon.in,Expedited,J0003,J0003-SET-M,Set,M,B0894XH3LN,Shipped,1,INR,654,GREATER NOIDA,UTTAR PRADESH,201308,IN,FALSE
560,405-2826187-6916328,04-18-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3690,JNE3690-TU-L,Top,L,B094FKG8H7,Shipped,1,INR,518,NEW DELHI,DELHI,110075,IN,FALSE
561,404-5926144-0737167,04-17-22,Shipped,Amazon,Amazon.in,Expedited,J0247,J0247-SKD-S,Set,S,B09KXTGM1Y,Shipped,1,INR,820,PICHHORE SHIVPURI DISTRICT,MADHYA PRADESH,473995,IN,FALSE
562,407-0010438-9058746,04-16-22,Shipped,Amazon,Amazon.in,Expedited,SET347,SET347-KR-NP-XXXL,Set,3XL,B09RKF5R8S,Shipped,1,INR,801,LUCKNOW,UTTAR PRADESH,226025,IN,FALSE
563,405-7730926-6032325,04-15-22,Cancelled,Merchant,Amazon.in,Standard,J0386,J0386-KR-XXXL,kurta,3XL,B09YYLFCP2,,0,,,SIKANDARABAD INDUSTRIAL AREA,UTTAR PRADESH,203205,IN,FALSE
564,171-6907664-7672347,04-14-22,Shipped,Amazon,Amazon.in,Expedited,JNE3405,JNE3405-KR-XL,kurta,XL,B081WT6GG7,Shipped,1,INR,399,MUMBAI,MAHARASHTRA,400098,IN,FALSE
565,404-0072596-3665116,04-13-22,Shipped,Amazon,Amazon.in,Expedited,J0342,J0342-TP-L,Top,L,B099S9MMY4,Shipped,1,INR,540,THIRUVANANTHAPURAM,KERALA,695005,IN,FALSE
566,406-8833813-9606757,04-12-2022,Shipped,Amazon,Amazon.in,Expedited,SET363,SET363-KR-NP-L,Set,L,B09TH68L97,Shipped,1,INR,1338,MAVELIKKARA,KERALA,690107,IN,FALSE
567,408-3892272-6235562,04-11-2022,Shipped,Amazon,Amazon.in,Expedited,J0342,J0342-TP-M,Top,M,B099S91TCS,Shipped,1,INR,540,KOLKATA,WEST BENGAL,700022,IN,FALSE
568,171-9584070-4172351,04-10-2022,Shipped,Amazon,Amazon.in,Expedited,J0198,J0198-TP-XXXL,Top,3XL,B0986XCKXN,Shipped,1,INR,625,HYDERABAD,TELANGANA,500032,IN,FALSE
569,402-1220435-6391519,04-09-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3500,JNE3500-KR-XXL,kurta,XXL,B09812JNRT,Shipped,1,INR,364,THANE,MAHARASHTRA,400615,IN,FALSE
570,404-5137687-4471546,04-08-2022,Shipped,Amazon,Amazon.in,Expedited,JNE3510,JNE3510-KR-XL,kurta,XL,B08WPZ1N4Z,Shipped,1,INR,429,BILASPUR,CHHATTISGARH,495001,IN,FALSE
571,171-0065908-0641927,04-07-2022,Cancelled,Amazon,Amazon.in,Expedited,J0005,J0005-DR-XXL,Western Dress,XXL,B08B3GTC12,Unshipped,1,INR,899,MYSURU,KARNATAKA,570001,IN,FALSE
572,403-3416641-9569165,04-06-2022,Cancelled,Amazon,Amazon.in,Expedited,J0003,J0003-SET-XXL,Set,XXL,B0894XKVH3,Cancelled,0,,,QADIAN,PUNJAB,143516,IN,FALSE
573,404-1694926-5861958,04-05-2022,Shipped,Amazon,Amazon.in,Expedited,SET360,SET360-KR-NP-XXL,Set,XXL,B09QJNWJJW,Shipped,1,INR,1126,BHUBANESWAR,ODISHA,751021,IN,FALSE
574,402-5767256-6281114,04-04-2022,Shipped,Amazon,Amazon.in,Expedited,SET110,SET110-KR-PP-S,Set,S,B0822T2BM8,Shipped,1,INR,788,KALABURGI,KARNATAKA,585101,IN,FALSE
575,403-3410267-0750719,04-03-2022,Shipped,Amazon,Amazon.in,Expedited,JNE3645,JNE3645-TP-N-XS,Top,XS,B08ZJ2CB3B,Shipped,1,INR,432,NAGPUR,MAHARASHTRA,440003,IN,FALSE
576,403-9122678-2549117,04-02-2022,Shipped,Amazon,Amazon.in,Expedited,JNE3373,JNE3373-KR-XXL,kurta,XXL,B082W8RWN1,Shipped,1,INR,376,Rangareddy,TELANGANA,509327,IN,FALSE
577,402-7676083-2016323,04-01-2022,Shipped,Amazon,Amazon.in,Expedited,JNE3797,JNE3797-KR-M,Western Dress,M,B09SDY8DCT,Shipped,1,INR,725,HYDERABAD,TELANGANA,500089,IN,FALSE
578,404-7830524-8312347,03-31-22,Shipped,Amazon,Amazon.in,Expedited,J0341,J0341-DR-S,Western Dress,S,B099NR7612,Shipped,1,INR,744,HYDERABAD,TELANGANA,500013,IN,FALSE
579,402-5917367-0340362,05-31-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0416,J0416-DR-S,Western Dress,S,B09TXYX9Y8,Shipped,1,INR,825,Ahmedabad,Gujarat,380054,IN,FALSE
580,408-7154712-8009957,05-30-22,Shipped,Amazon,Amazon.in,Expedited,JNE3405,JNE3405-KR-XL,kurta,XL,B081WT6GG7,Shipped,1,INR,399,CHENNAI,TAMIL NADU,600063,IN,FALSE
581,402-6250862-8853945,05-29-22,Shipped,Amazon,Amazon.in,Expedited,SET310,SET310-KR-NP-XXL,Set,XXL,B09RKDLD1W,Shipped,1,INR,1213,DHARMANAGAR,TRIPURA,799250,IN,FALSE
582,406-0002738-2742749,05-28-22,Shipped,Amazon,Amazon.in,Expedited,SET188,SET188-KR-NP-XS,Set,XS,B08KRNQ6VJ,Shipped,1,INR,680,JAIPUR,RAJASTHAN,302012,IN,FALSE
583,403-6658095-6765934,05-27-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0096,J0096-KR-XS,kurta,XS,B089FZXRFW,Shipped,1,INR,568,Jhajjar,HARYANA,124103,IN,FALSE
584,402-7304691-3952343,05-26-22,Shipped,Amazon,Amazon.in,Expedited,SET323,SET323-KR-NP-XXL,Set,XXL,B09NDKZQWW,Shipped,1,INR,939,HYDERABAD,TELANGANA,500005,IN,FALSE
585,407-6959497-7065133,05-25-22,Shipped,Amazon,Amazon.in,Expedited,J0300,J0300-TP-XXXL,Top,3XL,B099S7RDLZ,Shipped,1,INR,279,BENGALURU,KARNATAKA,560105,IN,FALSE
586,406-0117804-3287554,05-24-22,Shipped,Amazon,Amazon.in,Expedited,PJNE3405,PJNE3405-KR-N-5XL,kurta,5XL,B09LD3PCNY,Shipped,1,INR,487,JAMSHEDPUR,JHARKHAND,831005,IN,FALSE
587,407-9183800-1013951,05-23-22,Shipped,Amazon,Amazon.in,Expedited,PJNE2100,PJNE2100-KR-N-5XL,kurta,5XL,B09LD59CMC,Shipped,1,INR,458,VADODARA,Gujarat,390016,IN,FALSE
588,405-0930056-6437111,05-22-22,Shipped,Amazon,Amazon.in,Expedited,PJNE3068,PJNE3068-KR-5XL,kurta,5XL,B09M768PCX,Shipped,1,INR,692,MEERUT,UTTAR PRADESH,250001,IN,FALSE
589,405-7472210-7516334,05-21-22,Shipped,Amazon,Amazon.in,Expedited,J0196,J0196-TP-XXL,Top,XXL,B094FK6BKH,Shipped,1,INR,469,HYDERABAD,TELANGANA,500089,IN,FALSE
590,408-4366006-6437145,05-20-22,Shipped,Amazon,Amazon.in,Expedited,JNE3405,JNE3405-KR-XXXL,kurta,3XL,B081WZ4T3V,Shipped,1,INR,399,GHAZIABAD,UTTAR PRADESH,201012,IN,FALSE
591,403-3676854-5721945,05-19-22,Shipped,Amazon,Amazon.in,Expedited,SET187,SET187-KR-DH-XL,Set,XL,B08B415N6S,Shipped,1,INR,599,GORAKHPUR,UTTAR PRADESH,273004,IN,FALSE
592,408-6618566-0057120,05-18-22,Shipped,Amazon,Amazon.in,Expedited,SET389,SET389-KR-NP-XL,Set,XL,B09KXW4WQC,Shipped,1,INR,680,MUDBIDRI,KARNATAKA,574227,IN,FALSE
593,171-7822891-4076363,05-17-22,Cancelled,Amazon,Amazon.in,Expedited,J0008,J0008-SKD-XL,Set,XL,B0894X711G,Cancelled,0,,,VASCO DA GAMA,GOA,403802,IN,FALSE
594,406-3015774-3032307,05-16-22,Shipped,Amazon,Amazon.in,Expedited,SAR040,SAR040,Saree,Free,B09J19LG67,Shipped,1,INR,989,NADIAD,Gujarat,387001,IN,FALSE
595,407-8925293-2306747,05-15-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0372,J0372-SKD-L,Set,L,B09K3T3BV4,Shipped,1,INR,1099,Janipur,JAMMU & KASHMIR,180007,IN,FALSE
596,402-7386453-2621962,05-14-22,Shipped,Amazon,Amazon.in,Expedited,J0157,J0157-DR-S,Western Dress,S,B0982ZDZ8K,Shipped,1,INR,588,Nagpur,MAHARASHTRA,440015,IN,FALSE
597,405-7939580-3974740,05-13-22,Cancelled,Amazon,Amazon.in,Expedited,J0376,J0376-SKD-S,Set,S,B09QJ3BDVW,Unshipped,1,INR,999,GHAZIABAD,UTTAR PRADESH,201009,IN,FALSE
598,402-1304000-3677964,05-12-2022,Shipped,Amazon,Amazon.in,Expedited,JNE3518,JNE3518-KR-M,kurta,M,B08XW581QN,Shipped,1,INR,487,HYDERABAD,TELANGANA,500006,IN,FALSE
599,403-7294367-8346767,05-11-2022,Shipped,Amazon,Amazon.in,Expedited,J0095,J0095-SET-XXXL,Set,3XL,B08CMV6SCJ,Shipped,1,INR,653,VISAKHAPATNAM,ANDHRA PRADESH,530027,IN,FALSE
600,403-7294367-8346767,05-10-2022,Shipped,Amazon,Amazon.in,Expedited,NW004,NW004-TP-PJ-XXXL,Set,3XL,B0922T745K,Shipped,1,INR,496,VISAKHAPATNAM,ANDHRA PRADESH,530027,IN,FALSE
601,406-3069661-8992322,05-09-2022,Shipped,Amazon,Amazon.in,Expedited,J0167,J0167-KR-S,kurta,S,B08QGPXDMY,Shipped,1,INR,319,KANPURKanpur,UTTAR PRADESH,208013,IN,FALSE
602,405-6917473-7822701,05-08-2022,Cancelled,Amazon,Amazon.in,Expedited,SET374,SET374-KR-NP-XXXL,Set,3XL,B09NDHQMKC,Cancelled,0,,,HYDERABAD,TELANGANA,500098,IN,FALSE
603,405-2853362-9249968,05-07-2022,Shipped,Amazon,Amazon.in,Expedited,J0230,J0230-SKD-S,Set,S,B08XNJ19QH,Shipped,1,INR,1112,BENGALURU,KARNATAKA,560064,IN,FALSE
604,408-5685967-2798764,05-06-2022,Shipped,Amazon,Amazon.in,Expedited,JNE3465,JNE3465-KR-S,kurta,S,B08BF4GQ9V,Shipped,1,INR,517,Hamirpur,UTTAR PRADESH,210504,IN,FALSE
605,407-1521483-6236364,05-05-2022,Shipped,Amazon,Amazon.in,Expedited,SET331,SET331-KR-NP-M,Set,M,B09NQ3TN2T,Shipped,1,INR,597,CHENNAI,TAMIL NADU,600086,IN,FALSE
606,407-3192826-3199543,05-04-2022,Shipped,Amazon,Amazon.in,Expedited,SET356,SET356-KR-NP-L,Set,L,B09QJ484TV,Shipped,1,INR,1099,AMRITSAR,PUNJAB,143001,IN,FALSE
607,405-6680529-6046716,05-03-2022,Shipped,Amazon,Amazon.in,Expedited,JNE3618,JNE3618-KR-M,kurta,M,B091Q9Q34N,Shipped,1,INR,375,NEW DELHI,DELHI,110039,IN,FALSE
608,407-3789221-2643524,05-02-2022,Shipped,Amazon,Amazon.in,Expedited,JNE3465,JNE3465-KR-XXXL,kurta,3XL,B08BFVXK6N,Shipped,1,INR,517,COIMBATORE,TAMIL NADU,641037,IN,FALSE
609,171-0201364-0214715,05-01-2022,Shipped,Amazon,Amazon.in,Expedited,SET293,SET293-KR-NP-XXL,Set,XXL,B09K3QVXBS,Shipped,1,INR,692,PALI,RAJASTHAN,306401,IN,FALSE
610,404-5782230-8762723,06-29-22,Shipped,Amazon,Amazon.in,Expedited,JNE3465,JNE3465-KR-XXL,kurta,XXL,B08BFT4ZKX,Shipped,1,INR,486,BASSEIN,MAHARASHTRA,401201,IN,FALSE
611,404-2222453-6739538,06-28-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET375,SET375-KR-NP-XXL,Set,XXL,B09RKDDLL2,Shipped,1,INR,696,BASSEIN,MAHARASHTRA,401201,IN,FALSE
612,408-7009060-8830716,06-27-22,Shipped,Amazon,Amazon.in,Expedited,SET398,SET398-KR-PP-M,Set,M,B09RPRS8JL,Shipped,1,INR,1115,THIRUVALLA,KERALA,689101,IN,FALSE
613,402-3663529-2350713,06-26-22,Shipped,Amazon,Amazon.in,Expedited,SET324,SET324-KR-NP-S,Set,S,B09NQ4CZ65,Shipped,1,INR,597,GORAKHPUR,UTTAR PRADESH,273004,IN,FALSE
614,406-6439645-8186752,06-25-22,Shipped,Amazon,Amazon.in,Expedited,SET398,SET398-KR-PP-M,Set,M,B09RPRS8JL,Shipped,1,INR,1115,IMPHAL,MANIPUR,795113,IN,FALSE
