index,Order_ID,Date,Status,Fulfilment,Sales_Channel ,ship_service_level,Style,SKU,Category,Size,ASIN,Courier_Status,Qty,currency,Amount,ship_city,ship_state,ship_postal_code,ship_country,B2B
373,404-2255967-5457950,04-23-22,Shipped,Amazon,Amazon.in,Expedited,J0199,J0199-SET-XXXL,Set,3XL,B08QGMQRLF,Shipped,1,INR,476,HYDERABAD,TELANGANA,502319,IN,FALSE
374,408-5020509-5674715,04-22-22,Shipped - Returned to Seller,Merchant,Amazon.in,Standard,JNE3798,JNE3798-KR-M,Western Dress,M,B09SDXTRS9,Shipped,1,INR,0,NEW DELHI,DELHI,110096,IN,FALSE
375,407-7642883-3094732,04-21-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0401,J0401-DR-L,Western Dress,L,B09SDXN14H,Shipped,1,INR,885,SIBSAGAR,ASSAM,785667,IN,FALSE
376,404-7608918-0571517,04-20-22,Shipped,Amazon,Amazon.in,Expedited,J0003,J0003-SET-XS,Set,XS,B0894WW15B,Shipped,1,INR,654,JAMMU,JAMMU & KASHMIR,180015,IN,FALSE
377,171-6589781-2209965,04-19-22,Shipped,Amazon,Amazon.in,Expedited,J0308,J0308-DR-XL,Western Dress,XL,B099NS3FWG,Shipped,1,INR,625,Pune,MAHARASHTRA,411019,IN,FALSE
378,405-9442254-2207515,04-18-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,PJNE3368,PJNE3368-KR-6XL,kurta,6XL,B09PY99SVJ,Shipped,1,INR,505,Pathanapuram,KERALA,689695,IN,FALSE
379,405-3071731-6600369,04-17-22,Shipped,Amazon,Amazon.in,Expedited,PJNE3252,PJNE3252-KR-N-6XL,kurta,6XL,B09LD24932,Shipped,1,INR,563,Pathanapuram,KERALA,689695,IN,FALSE
380,404-6026001-1717923,04-16-22,Cancelled,Merchant,Amazon.in,Standard,JNE3752,JNE3752-KR-M,kurta,M,B09K3WC7DN,,0,INR,344.76,JAUNPUR,UTTAR PRADESH,222001,IN,FALSE
381,404-4026534-0431517,04-15-22,Cancelled,Amazon,Amazon.in,Expedited,SET217,SET217-KR-PP-XXXL,Set,3XL,B089B2WLM2,Cancelled,0,,,SOLAPUR,MAHARASHTRA,413001,IN,FALSE
382,406-4970885-3273941,04-14-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3799,JNE3799-KR-XL,kurta,XL,B09SDYHWLX,Shipped,1,INR,666,PUNE,MAHARASHTRA,411047,IN,FALSE
383,406-2942566-8263534,04-13-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3405,JNE3405-KR-S,kurta,S,B081WX4G4Q,Shipped,1,INR,399,MAHBUBNAGAR,TELANGANA,509001,IN,FALSE
384,406-7501816-7391539,04-12-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3294,JNE3294-KR-S,kurta,S,B07R5W78SS,Shipped,1,INR,432,Nk sweets Vikasnagar,UTTARAKHAND,248198,IN,FALSE
385,408-3137526-3167563,04-11-2022,Shipped,Amazon,Amazon.in,Standard,JNE3405,JNE3405-KR-L,kurta,L,B081WSCKPQ,Shipped,1,INR,0,DARJEELING,WEST BENGAL,734101,IN,FALSE
386,408-5211576-2061139,04-10-2022,Shipped,Amazon,Amazon.in,Expedited,SET356,SET356-KR-NP-XXXL,Set,3XL,B09QJ49VXB,Shipped,1,INR,1099,RANCHI,JHARKHAND,834001,IN,FALSE
387,406-9632792-8869139,04-09-2022,Shipped,Amazon,Amazon.in,Expedited,JNE2014,JNE2014-KR-178-XXXL,kurta,3XL,B07G2CSMX9,Shipped,1,INR,353,BENGALURU,KARNATAKA,560019,IN,FALSE
388,408-7971979-8745937,04-08-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0401,J0401-DR-XS,Western Dress,XS,B09SDXYWYN,Shipped,1,INR,0,LUDHIANA,PUNJAB,141001,IN,FALSE
389,405-5166820-2566738,04-07-2022,Shipped,Amazon,Amazon.in,Expedited,SET291,SET291-KR-PP-M,Set,M,B099NK55YG,Shipped,1,INR,563,BENGALURU,KARNATAKA,560076,IN,FALSE
390,405-8932002-4271522,04-06-2022,Shipped,Amazon,Amazon.in,Expedited,SET110,SET110-KR-PP-XXL,Set,XXL,B0822V61TT,Shipped,1,INR,788,HYDERABAD,TELANGANA,500043,IN,FALSE
391,404-1855398-2642751,04-05-2022,Shipped,Amazon,Amazon.in,Expedited,J0003,J0003-SET-M,Set,M,B0894XH3LN,Shipped,1,INR,654,MUZAFFARPUR,BIHAR,842002,IN,FALSE
392,408-0912805-7526753,04-04-2022,Shipped,Amazon,Amazon.in,Expedited,SET365,SET365-KR-NP-L,Set,L,B09QJM9NDP,Shipped,1,INR,0,MUMBAI,MAHARASHTRA,400101,IN,FALSE
393,402-2403704-9667560,04-03-2022,Shipped,Amazon,Amazon.in,Expedited,JNE3405,JNE3405-KR-XXXL,kurta,3XL,B081WZ4T3V,Shipped,1,INR,399,SECUNDERABAD,TELANGANA,500011,IN,FALSE
394,405-2569549-3466719,04-02-2022,Shipped,Amazon,Amazon.in,Expedited,J0003,J0003-SET-L,Set,L,B0894Y4PNG,Shipped,1,INR,696,Sonbhadra,UTTAR PRADESH,231216,IN,FALSE
395,405-2822825-3877133,04-01-2022,Shipped,Amazon,Amazon.in,Expedited,J0230,J0230-SKD-XXL,Set,XXL,B08XNGQCGM,Shipped,1,INR,1112,LUCKNOW,UTTAR PRADESH,226010,IN,FALSE
396,171-5222377-4501935,03-31-22,Shipped,Amazon,Amazon.in,Expedited,JNE3465,JNE3465-KR-XXXL,kurta,3XL,B08BFVXK6N,Shipped,1,INR,517,KAKINADA,ANDHRA PRADESH,533003,IN,FALSE
397,171-2644368-7969167,05-31-22,Shipped,Amazon,Amazon.in,Expedited,SET265,SET265-KR-NP-M,Set,M,B0983DBK44,Shipped,1,INR,888,KAKINADA,ANDHRA PRADESH,533003,IN,FALSE
398,171-2644368-7969167,05-30-22,Shipped,Amazon,Amazon.in,Expedited,J0280,J0280-SKD-S,Set,S,B08QGM7FCC,Shipped,1,INR,1463,KAKINADA,ANDHRA PRADESH,533003,IN,FALSE
399,171-2644368-7969167,05-29-22,Shipped,Amazon,Amazon.in,Expedited,JNE3405,JNE3405-KR-XXXL,kurta,3XL,B081WZ4T3V,Shipped,1,INR,399,KAKINADA,ANDHRA PRADESH,533003,IN,FALSE
400,171-2644368-7969167,05-28-22,Shipped,Amazon,Amazon.in,Expedited,JNE3288,JNE3288-KR-M,kurta,M,B07R4ZNMX6,Shipped,1,INR,442,KAKINADA,ANDHRA PRADESH,533003,IN,FALSE
401,171-2644368-7969167,05-27-22,Shipped,Amazon,Amazon.in,Expedited,SET316,SET316-KR-DPT-M,Set,M,B09KXTXLMZ,Shipped,1,INR,1149,KAKINADA,ANDHRA PRADESH,533003,IN,FALSE
402,171-2644368-7969167,05-26-22,Shipped,Amazon,Amazon.in,Expedited,J0006,J0006-SET-M,Ethnic Dress,M,B0894WV6S6,Shipped,1,INR,845,KAKINADA,ANDHRA PRADESH,533003,IN,FALSE
403,171-1758807-7455529,05-25-22,Shipped,Amazon,Amazon.in,Expedited,SET268,SET268-KR-NP-S,Set,S,B08XQ98B2Q,Shipped,1,INR,788,HALDIA,WEST BENGAL,721635,IN,FALSE
404,404-5848202-7366725,05-24-22,Cancelled,Merchant,Amazon.in,Standard,JNE3800,JNE3800-KR-XXL,Western Dress,XXL,B09SDYNZQ5,,0,INR,734.29,HYDERABAD,TELANGANA,500056,IN,FALSE
405,408-8224264-0017161,05-23-22,Shipped,Amazon,Amazon.in,Expedited,SET268,SET268-KR-NP-S,Set,S,B08XQ98B2Q,Shipped,1,INR,788,NEW DELHI,DELHI,110016,IN,FALSE
406,408-6529937-6381928,05-22-22,Shipped,Amazon,Amazon.in,Expedited,J0003,J0003-SET-M,Set,M,B0894XH3LN,Shipped,1,INR,654,Tivim,GOA,403502,IN,FALSE
407,407-2028379-9672355,05-21-22,Shipped,Amazon,Amazon.in,Expedited,JNE2270,JNE2270-KR-487-A-L,kurta,L,B07H7FBV3Z,Shipped,1,INR,518,CHENNAI,TAMIL NADU,600024,IN,FALSE
408,402-9221687-4573915,05-20-22,Shipped,Amazon,Amazon.in,Expedited,SET345,SET345-KR-NP-XXL,Set,XXL,B09KXSQ73F,Shipped,1,INR,626,HYDERABAD,TELANGANA,500053,IN,FALSE
409,405-2668017-2013957,05-19-22,Shipped,Amazon,Amazon.in,Expedited,PJNE3373,PJNE3373-KR-N-6XL,kurta,6XL,B09LD3TCYP,Shipped,1,INR,534,Agra,UTTAR PRADESH,282001,IN,FALSE
410,408-3337319-8990747,05-18-22,Shipped,Amazon,Amazon.in,Expedited,MEN5024,MEN5024-KR-M,kurta,M,B08YYTTNY5,Shipped,1,INR,475,MANDVI KACHCHH DISTRICT,Gujarat,370465,IN,FALSE
411,407-1256885-2004349,05-17-22,Shipped,Amazon,Amazon.in,Expedited,MEN5023,MEN5023-KR-XL,kurta,XL,B08YZ22Q6R,Shipped,1,INR,549,SAMBALPUR,ODISHA,768004,IN,FALSE
412,404-3723311-1030756,05-16-22,Shipped,Amazon,Amazon.in,Expedited,JNE2270,JNE2270-KR-487-A-L,kurta,L,B07H7FBV3Z,Shipped,1,INR,518,KANNIYAKUMARI,TAMIL NADU,629701,IN,FALSE
413,171-5542306-9306709,05-15-22,Cancelled,Amazon,Amazon.in,Expedited,J0308,J0308-DR-XL,Western Dress,XL,B099NS3FWG,Cancelled,0,,,"Chinchwad ,Pune",MAHARASHTRA,411019,IN,FALSE
414,406-3702147-1800341,05-14-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3797,JNE3797-KR-XS,Western Dress,XS,B09SDY9SQ6,Shipped,1,INR,725,HYDERABAD,TELANGANA,500094,IN,FALSE
415,404-5867260-9073129,05-13-22,Cancelled,Merchant,Amazon.in,Standard,JNE3515,JNE3515-KR-XL,kurta,XL,B09812MNZC,,0,INR,437.14,CHENNAI,TAMIL NADU,600091,IN,FALSE
416,404-0532727-2082745,05-12-2022,Shipped,Amazon,Amazon.in,Expedited,J0225,J0225-SKD-XXL,Set,XXL,B09RKDP7D5,Shipped,1,INR,1499,Hyderabad,TELANGANA,500008,IN,FALSE
417,403-8966287-7773106,05-11-2022,Shipped,Amazon,Amazon.in,Expedited,JNE3461,JNE3461-KR-L,kurta,L,B08B3YWTLK,Shipped,1,INR,363,BENGALURU,KARNATAKA,560036,IN,FALSE
418,408-1512444-4965152,05-10-2022,Shipped,Amazon,Amazon.in,Expedited,JNE3618,JNE3618-KR-XS,kurta,XS,B091Q9S5ZK,Shipped,1,INR,399,PURNIA,BIHAR,854301,IN,FALSE
419,171-9451879-3651542,05-09-2022,Shipped,Amazon,Amazon.in,Expedited,PJNE3405,PJNE3405-KR-N-5XL,kurta,5XL,B09LD3PCNY,Shipped,1,INR,487,kolkata,WEST BENGAL,700059,IN,FALSE
420,408-8501185-0578768,05-08-2022,Cancelled,Amazon,Amazon.in,Expedited,SET264,SET264-KR-NP-XXL,Set,XXL,B08YNK9K8F,Unshipped,1,INR,824,PUDUCHERRY,PUDUCHERRY,605008,IN,FALSE
421,402-0251823-0845133,05-07-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3500,JNE3500-KR-S,kurta,S,B09812MBCD,Shipped,1,INR,353,SHILLONG,MEGHALAYA,793022,IN,FALSE
422,408-5190897-8781155,05-06-2022,Shipped,Amazon,Amazon.in,Expedited,JNE3690,JNE3690-TU-XL,Top,XL,B094FKN153,Shipped,1,INR,487,PUNE,MAHARASHTRA,411057,IN,FALSE
423,403-3109934-4911514,05-05-2022,Shipped,Amazon,Amazon.in,Expedited,SET374,SET374-KR-NP-XS,Set,XS,B09NDKGZ6V,Shipped,1,INR,597,TADEPALLIGUDEM,ANDHRA PRADESH,534101,IN,FALSE
424,407-0718034-7893108,05-04-2022,Shipped,Amazon,Amazon.in,Expedited,J0003,J0003-SET-XXL,Set,XXL,B0894XKVH3,Shipped,1,INR,654,Ghaziabad,UTTAR PRADESH,201001,IN,FALSE
425,404-0752237-5721965,05-03-2022,Shipped,Amazon,Amazon.in,Expedited,SET324,SET324-KR-NP-XXL,Set,XXL,B09NQ3MPRM,Shipped,1,INR,597,HYDERABAD,TELANGANA,500090,IN,FALSE
426,403-6818986-3510737,05-02-2022,Cancelled,Amazon,Amazon.in,Expedited,JNE3461,JNE3461-KR-L,kurta,L,B08B3YWTLK,Unshipped,1,INR,363,BENGALURU,KARNATAKA,560036,IN,FALSE
427,403-4673019-6572340,05-01-2022,Shipped,Amazon,Amazon.in,Expedited,JNE3368,JNE3368-KR-XXL,kurta,XXL,B081WSWWL7,Shipped,1,INR,471,GWALIOR,MADHYA PRADESH,474001,IN,FALSE
428,171-4549643-0067500,06-29-22,Cancelled,Amazon,Amazon.in,Expedited,JNE2270,JNE2270-KR-487-A-XL,kurta,XL,B07H7F6SKC,Cancelled,0,,,AKOLA,MAHARASHTRA,444101,IN,FALSE
429,404-3622512-3887551,06-28-22,Shipped,Amazon,Amazon.in,Expedited,J0341,J0341-DR-M,Western Dress,M,B099NQQ79L,Shipped,1,INR,744,JORHAT,ASSAM,785001,IN,FALSE
430,406-6906315-9570765,06-27-22,Shipped,Amazon,Amazon.in,Expedited,JNE3568,JNE3568-KR-S,kurta,S,B08KRYGJD1,Shipped,1,INR,399,CHENNAI,TAMIL NADU,600100,IN,FALSE
431,407-3562449-1962729,06-26-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0096,J0096-KR-S,kurta,S,B089G356KM,Shipped,1,INR,568,RAMANAGARA,KARNATAKA,562159,IN,FALSE
432,408-2593644-6317933,06-25-22,Shipped,Amazon,Amazon.in,Expedited,SET319,SET319-KR-NP-S,Set,S,B09KXV4TTM,Shipped,1,INR,835,Vijayapur,KARNATAKA,586109,IN,FALSE
433,407-7607527-1189964,06-24-22,Shipped - Rejected by Buyer,Merchant,Amazon.in,Standard,J0096,J0096-KR-S,kurta,S,B089G356KM,Shipped,1,INR,568,RAMANAGARA,KARNATAKA,562159,IN,FALSE
434,405-7398388-2654744,06-23-22,Shipped,Amazon,Amazon.in,Expedited,J0415,J0415-DR-L,Western Dress,L,B09TY1CM1M,Shipped,1,INR,899,BOKARO STEEL CITY,JHARKHAND,827001,IN,FALSE
435,405-5066690-4132337,06-22-22,Shipped,Amazon,Amazon.in,Expedited,JNE3718,JNE3718-KR-XXL,kurta,XXL,B099NMS4LL,Shipped,1,INR,406,BENGALURU,KARNATAKA,560008,IN,FALSE
436,408-6466311-6949931,06-21-22,Shipped,Amazon,Amazon.in,Standard,SET014,SET014-KR-PP-XXL,Set,XXL,B07JPDGGHY,Shipped,1,INR,0,LUCKNOW,UTTAR PRADESH,226002,IN,FALSE
437,171-4643830-2345965,06-20-22,Cancelled,Merchant,Amazon.in,Standard,SET408,SET408-KR-NP-XXL,Set,XXL,B09RKFHRZF,,0,INR,570.48,MUMBAI,MAHARASHTRA,400101,IN,FALSE
438,404-1051549-5381167,06-19-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3405,JNE3405-KR-M,kurta,M,B081WVMMCY,Shipped,1,INR,399,KHAMMAM,TELANGANA,507003,IN,FALSE
439,406-7625210-8793109,06-18-22,Shipped,Amazon,Amazon.in,Expedited,J0254,J0254-SKD-XS,Set,XS,B09M6S1SRL,Shipped,1,INR,789,CHENNAI,TAMIL NADU,600041,IN,FALSE
440,406-8665288-2025908,06-17-22,Shipped,Amazon,Amazon.in,Expedited,SAR114,SAR114,Saree,Free,B09NDD3F72,Shipped,1,INR,620,NEW DELHI,DELHI,110084,IN,FALSE
441,408-6732772-4525113,06-16-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0010,J0010-LCD-XS,Set,XS,B08BJQVTHS,Shipped,1,INR,0,AURANGABAD,MAHARASHTRA,431002,IN,FALSE
442,171-7068385-2777168,06-15-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET186,SET186-KR-DH-K-M,Set,M,B08B4TP9NR,Shipped,1,INR,631,Pune,MAHARASHTRA,411014,IN,FALSE
443,405-9930530-1209919,06-14-22,Shipped,Amazon,Amazon.in,Expedited,JNE3819,JNE3819-KR-L,kurta,L,B09LTZ2CHY,Shipped,1,INR,499,GADARWARA,MADHYA PRADESH,487551,IN,FALSE
444,407-0288006-5535531,06-13-22,Shipped,Amazon,Amazon.in,Expedited,J0335,J0335-DR-L,Western Dress,L,B09831T4CQ,Shipped,1,INR,807,HYDERABAD,TELANGANA,500050,IN,FALSE
445,403-6363820-3080315,06-12-2022,Shipped,Amazon,Amazon.in,Expedited,SET334,SET334-KR-NP-XXL,Set,XXL,B09KXTKBG4,Shipped,1,INR,666,PUDUCHERRY,PUDUCHERRY,605001,IN,FALSE
446,408-7937211-8974712,06-11-2022,Shipped,Amazon,Amazon.in,Standard,SET324,SET324-KR-NP-L,Set,L,B09NQ44RNV,Shipped,1,INR,0,SHIRDI,MAHARASHTRA,423109,IN,FALSE
447,407-4283259-6933941,06-10-2022,Shipped,Amazon,Amazon.in,Expedited,JNE3470,JNE3470-KR-XS,kurta,XS,B08W9G1YSB,Shipped,1,INR,329,VELLORE,TAMIL NADU,632004,IN,FALSE
448,407-3630361-4581152,06-09-2022,Cancelled,Amazon,Amazon.in,Expedited,JNE3619,JNE3619-KR-XS,kurta,XS,B091Q8BKLW,Cancelled,0,,,VELLORE,TAMIL NADU,632004,IN,FALSE
449,408-6348199-2089932,06-08-2022,Shipped,Amazon,Amazon.in,Standard,J0283,J0283-SET-XL,Set,XL,B08QGKHDN3,Shipped,1,INR,0,RANCHI,JHARKHAND,834002,IN,FALSE
450,408-5824761-8505932,06-07-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3440,JNE3440-KR-N-XL,kurta,XL,B081WPK66G,Shipped,1,INR,399,noida,UTTAR PRADESH,201301,IN,FALSE
451,406-0673842-3693910,06-06-2022,Shipped,Amazon,Amazon.in,Expedited,JNE3567,JNE3567-KR-M,kurta,M,B08KRXV1QR,Shipped,1,INR,399,Mangaluru,KARNATAKA,575007,IN,FALSE
452,405-0722232-7258752,06-05-2022,Shipped,Amazon,Amazon.in,Expedited,JNE3787,JNE3787-KR-XXL,kurta,XXL,B09RKBXH45,Shipped,1,INR,487,SINGRAULI,MADHYA PRADESH,486889,IN,FALSE
453,408-0224364-7467540,06-04-2022,Shipped,Amazon,Amazon.in,Expedited,SET282,SET282-KR-PP-XXL,Set,XXL,B09CTF82YW,Shipped,1,INR,1033,NEW DELHI,DELHI,110063,IN,FALSE
454,408-2445040-0957913,06-03-2022,Shipped,Amazon,Amazon.in,Expedited,JNE3691,JNE3691-TU-L,Top,L,B0986VTQL7,Shipped,1,INR,625,BENGALURU,KARNATAKA,560077,IN,FALSE
455,406-8412164-3153129,06-02-2022,Shipped,Amazon,Amazon.in,Expedited,JNE3645,JNE3645-TP-N-L,Top,L,B08ZHNGS54,Shipped,1,INR,432,MUMBAI,MAHARASHTRA,400097,IN,FALSE
456,407-5524319-6977912,06-01-2022,Cancelled,Amazon,Amazon.in,Expedited,JNE3727,JNE3727-KR-XXL,kurta,XXL,B09K3XLB6S,Cancelled,0,,,THRIPPUNITHURA,KERALA,682301,IN,FALSE
457,407-7757868-6086759,04-30-22,Shipped,Amazon,Amazon.in,Expedited,SET398,SET398-KR-PP-M,Set,M,B09RPRS8JL,Shipped,1,INR,1115,NEW DELHI,DELHI,110017,IN,FALSE
458,171-5065107-7793119,04-29-22,Shipped,Amazon,Amazon.in,Expedited,JNE3634,JNE3634-KR-XL,kurta,XL,B097ZZLC2X,Shipped,1,INR,511,GHAZIABAD,UTTAR PRADESH,201014,IN,FALSE
459,403-0216195-8439543,04-28-22,Shipped,Amazon,Amazon.in,Expedited,SET291,SET291-KR-PP-XL,Set,XL,B099NJV9X7,Shipped,1,INR,599,KENDUJHAR,ODISHA,758001,IN,FALSE
460,402-9874837-4557125,04-27-22,Shipped,Amazon,Amazon.in,Expedited,JNE3675,JNE3675-TU-L,Top,L,B09432M4NC,Shipped,1,INR,545,MUMBAI,MAHARASHTRA,400066,IN,FALSE
461,408-8892348-9765950,04-26-22,Shipped,Amazon,Amazon.in,Expedited,JNE2199,JNE2199-KR-411-A-XXL,kurta,XXL,B07BL222Q1,Shipped,1,INR,353,THANE,MAHARASHTRA,401107,IN,FALSE
462,408-6417023-0253911,04-25-22,Shipped,Amazon,Amazon.in,Expedited,SET184,SET184-KR-PP-XXL,Set,XXL,B08W8KNCDH,Shipped,1,INR,563,THANE,MAHARASHTRA,401107,IN,FALSE
463,407-4004149-2857161,04-24-22,Shipped,Amazon,Amazon.in,Expedited,JNE3639,JNE3639-TP-N-XXL,Top,XXL,B08ZH7RVGJ,Shipped,1,INR,487,KALYAN,MAHARASHTRA,421201,IN,FALSE
464,404-6408992-6781106,04-23-22,Shipped,Amazon,Amazon.in,Expedited,JNE3468,JNE3468-KR-L,kurta,L,B08RP69C9N,Shipped,1,INR,352,CHENNAI,TAMIL NADU,600015,IN,FALSE
465,407-9345273-2408359,04-22-22,Shipped,Amazon,Amazon.in,Expedited,JNE3373,JNE3373-KR-L,kurta,L,B082W7GVH7,Shipped,1,INR,376,CHENNAI,TAMIL NADU,600115,IN,FALSE
466,408-0266080-9401113,04-21-22,Shipped - Returned to Seller,Merchant,Amazon.in,Standard,J0213,J0213-TP-L,Top,L,B0965KR7YJ,Shipped,1,INR,599,GURUGRAM,HARYANA,122022,IN,FALSE
467,404-6096382-3389133,04-20-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,BL110,BL110-XL,Blouse,XL,B0929B9QB7,Shipped,1,INR,329,LUDHIANA,PUNJAB,141012,IN,FALSE
468,405-9737320-3923530,04-19-22,Shipped,Amazon,Amazon.in,Expedited,J0008,J0008-SKD-XL,Set,XL,B0894X711G,Shipped,1,INR,1133,Nerul,GOA,403114,IN,FALSE
469,402-7908398-5262750,04-18-22,Shipped,Amazon,Amazon.in,Expedited,SET288,SET288-KR-NP-XXL,Set,XXL,B09M6TQTGV,Shipped,1,INR,684,IMPHAL,MANIPUR,795004,IN,FALSE
470,407-6861831-9368312,04-17-22,Cancelled,Amazon,Amazon.in,Expedited,SET374,SET374-KR-NP-XS,Set,XS,B09NDKGZ6V,Cancelled,0,,,PALASBARI,ASSAM,781120,IN,FALSE
471,406-4290163-4557960,04-16-22,Cancelled,Amazon,Amazon.in,Expedited,JNE3399,JNE3399-KR-L,kurta,L,B082W8354V,Unshipped,1,INR,435,HYDERABAD,TELANGANA,500090,IN,FALSE
472,405-9000587-4386763,04-15-22,Shipped,Amazon,Amazon.in,Expedited,JNE3405,JNE3405-KR-XL,kurta,XL,B081WT6GG7,Shipped,1,INR,399,PUNE,MAHARASHTRA,411057,IN,FALSE
473,405-9000587-4386763,04-14-22,Shipped,Amazon,Amazon.in,Expedited,JNE3567,JNE3567-KR-XL,kurta,XL,B08KRTXC2Y,Shipped,1,INR,399,PUNE,MAHARASHTRA,411057,IN,FALSE
474,404-7760595-7490722,04-13-22,Cancelled,Amazon,Amazon.in,Expedited,JNE3405,JNE3405-KR-XL,kurta,XL,B081WT6GG7,Unshipped,1,INR,399,Chikkaballapur,KARNATAKA,562101,IN,FALSE
475,403-8206114-6438765,04-12-2022,Shipped,Amazon,Amazon.in,Expedited,SET110,SET110-KR-PP-L,Set,L,B0822TBFW3,Shipped,1,INR,788,Andul near maya stores,WEST BENGAL,711302,IN,FALSE
476,404-6734371-2217151,04-11-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,MEN5031,MEN5031-KR-XXXL,kurta,3XL,B08YYT14HH,Shipped,1,INR,549,BENGALURU,KARNATAKA,560078,IN,FALSE
477,403-9844758-9663515,04-10-2022,Shipped,Amazon,Amazon.in,Expedited,J0003,J0003-SET-XS,Set,XS,B0894WW15B,Shipped,1,INR,654,MUMBAI,MAHARASHTRA,400067,IN,FALSE
478,402-1037282-5400318,04-09-2022,Shipped,Amazon,Amazon.in,Expedited,JNE3421,JNE3421-KR-N-M,kurta,M,B08TRHNH61,Shipped,1,INR,399,Mumbai,MAHARASHTRA,400078,IN,FALSE
479,408-6497115-2636366,04-08-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET351,SET351-KR-NP-L,Set,L,B09KXVHNS4,Shipped,1,INR,599,HYDERABAD,TELANGANA,500067,IN,FALSE
480,408-2311178-4563550,04-07-2022,Shipped,Amazon,Amazon.in,Expedited,SET337,SET337-KR-NP-L,Set,L,B09KXY99M3,Shipped,1,INR,874,HYDERABAD,TELANGANA,500067,IN,FALSE
481,171-7904830-1900363,04-06-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,MEN5021,MEN5021-KR-XXL,kurta,XXL,B08YYSWWGK,Shipped,1,INR,533,HYDERABAD,TELANGANA,500075,IN,FALSE
482,406-9476969-2801163,04-05-2022,Shipped,Amazon,Amazon.in,Expedited,JNE3567,JNE3567-KR-XXL,kurta,XXL,B08KRYCC8J,Shipped,1,INR,399,BENGALURU,KARNATAKA,560011,IN,FALSE
483,403-2867551-8904322,04-04-2022,Shipped,Amazon,Amazon.in,Expedited,J0338,J0338-DR-L,Western Dress,L,B09832FGG4,Shipped,1,INR,744,BENGALURU,KARNATAKA,560035,IN,FALSE
484,407-0133690-8157926,04-03-2022,Shipped,Amazon,Amazon.in,Expedited,MEN5009,MEN5009-KR-M,kurta,M,B08YYX8VKT,Shipped,1,INR,499,SURAT,Gujarat,395007,IN,FALSE
485,402-2892726-4411563,04-02-2022,Cancelled,Amazon,Amazon.in,Expedited,JNE3421,JNE3421-KR-N-M,kurta,M,B08TRHNH61,Unshipped,1,INR,399,Mumbai,MAHARASHTRA,400078,IN,FALSE
486,402-9688522-2179563,04-01-2022,Shipped,Amazon,Amazon.in,Expedited,JNE3364,JNE3364-KR-1051-A-L,kurta,L,B07WP5G7MK,Shipped,1,INR,376,CHITTOOR,ANDHRA PRADESH,517001,IN,FALSE
487,404-7977517-7125147,03-31-22,Shipped,Amazon,Amazon.in,Expedited,JNE3465,JNE3465-KR-XXL,kurta,XXL,B08BFT4ZKX,Shipped,1,INR,486,KADUR,KARNATAKA,577548,IN,FALSE
488,403-4009455-2766717,05-31-22,Shipped,Amazon,Amazon.in,Expedited,JNE3568,JNE3568-KR-XXL,kurta,XXL,B08KRYXSYH,Shipped,1,INR,399,SURATGARH,RAJASTHAN,335804,IN,FALSE
489,408-8960391-6097167,05-30-22,Cancelled,Amazon,Amazon.in,Expedited,JNE3781,JNE3781-KR-XXXL,kurta,3XL,B09K3WFS32,Cancelled,0,,,MIRA ROAD,MAHARASHTRA,401107,IN,FALSE
490,406-9811989-3946709,05-29-22,Shipped,Amazon,Amazon.in,Expedited,JNE2153,JNE2153-KR-278-A-XL,kurta,XL,B0794V95XT,Shipped,1,INR,424,MUMBAI,MAHARASHTRA,400095,IN,FALSE
491,406-0361691-7797129,05-28-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3487,JNE3487-KR-XXL,kurta,XXL,B08RNX8Q22,Shipped,1,INR,362,MUMBAI,MAHARASHTRA,400095,IN,FALSE
492,408-9628391-5712365,05-27-22,Shipped,Amazon,Amazon.in,Expedited,JNE3865,JNE3865-TP-XXXL,Top,3XL,B09TZSJVFX,Shipped,1,INR,599,DINANAGAR,PUNJAB,143531,IN,FALSE
493,408-1587720-2667552,05-26-22,Shipped,Amazon,Amazon.in,Expedited,SET324,SET324-KR-NP-L,Set,L,B09NQ44RNV,Shipped,1,INR,597,KOLKATA,WEST BENGAL,700028,IN,FALSE
